rebalanceBars,stage,passes,failureToSuccess,successToFailure,returnImproved,returnWorsened,unchangedResults,extraFills,extraCostsKrw,count,targetHits,targetFrequencyPct,medianPct,p10Pct,worstPct,lossFrequencyPct,worstDrawdownPct,unclosed,nonoverlapping_count,nonoverlapping_targetHits,nonoverlapping_targetFrequencyPct,nonoverlapping_medianPct,nonoverlapping_p10Pct,nonoverlapping_worstPct,nonoverlapping_lossFrequencyPct,nonoverlapping_worstDrawdownPct,nonoverlapping_unclosed
20,validation,True,0,0,3,0,16,-1,-250224.1980000001,19,18,94.73684210526315,11.972501135000012,10.741522483500013,-14.05504273,5.263157894736842,-16.772257267852297,0,3,2,66.66666666666666,11.684146132499995,-8.907204957500001,-14.05504273,33.33333333333333,-16.772257267852297,0
20,confirmation,True,0,0,0,1,57,-1,-82464.24499999988,58,40,68.96551724137932,12.079500562500012,-10.961597131450013,-17.186758227499986,31.03448275862069,-22.114609391012287,0,4,3,75.0,11.505945267500007,-3.8171803147499848,-10.174003897499983,25.0,-21.005317080936713,0
15,validation,True,0,0,1,2,16,-3,-298068.41000000015,19,18,94.73684210526315,13.645355195749985,10.132058189099995,-14.05504273,5.263157894736842,-16.772257267852297,0,3,2,66.66666666666666,13.81047045999999,-8.481940092000002,-14.05504273,33.33333333333333,-16.772257267852297,0
15,confirmation,True,1,0,2,3,53,-14,-961971.1374999998,58,40,68.96551724137932,13.013823340000009,-10.961597131450013,-19.116109689999984,31.03448275862069,-22.93330620408748,0,4,3,75.0,12.07152787250001,-3.8171803147499848,-10.174003897499983,25.0,-21.005317080936713,0
25,validation,True,0,0,0,0,19,0,0.0,19,17,89.47368421052632,12.096280153499993,10.900647203200009,-14.05504273,5.263157894736842,-16.772257267852297,0,3,2,66.66666666666666,18.12130315749998,-7.619773552500004,-14.05504273,33.33333333333333,-16.772257267852297,0
25,confirmation,True,0,0,1,0,57,0,-72710.19000000006,58,37,63.793103448275865,11.867132711250006,-11.965621009999989,-19.578846549999984,34.48275862068966,-27.3003530160153,0,4,3,75.0,13.601287001250007,-3.8171803147499848,-10.174003897499983,25.0,-21.005317080936713,0
