directory,candidate,condition,count,targetHits,targetFrequencyPct,medianPct,p10Pct,worstPct,lossFrequencyPct,worstDrawdownPct,unclosed,nonoverlapping_count,nonoverlapping_targetHits,nonoverlapping_targetFrequencyPct,nonoverlapping_medianPct,nonoverlapping_p10Pct,nonoverlapping_worstPct,nonoverlapping_lossFrequencyPct,nonoverlapping_worstDrawdownPct,nonoverlapping_unclosed
followup/earnings-development,earnings-126-5,export_recovery,2,0,0.0,-6.428676777499998,-8.787942759499996,-9.377759254999996,100.0,-10.569311264366888,0,2,0,0.0,-6.428676777499998,-8.787942759499996,-9.377759254999996,100.0,-10.569311264366888,0
followup/earnings-development,earnings-126-8,all,46,0,0.0,0.0,-3.6295616749999815,-7.149585372500001,39.130434782608695,-9.359577418419695,0,14,0,0.0,0.0,-3.292087924999992,-5.877079157499998,42.857142857142854,-9.359577418419695,0
followup/earnings-development,earnings-126-8,export_growth,12,0,0.0,0.0,-2.7958459414999925,-5.8450786599999915,25.0,-6.624729283710662,0,6,0,0.0,-1.0940258500000022,-4.354228647499991,-5.8450786599999915,50.0,-6.624729283710662,0
followup/earnings-development,earnings-126-8,recovery,10,0,0.0,-0.993087578749996,-5.848278709749992,-5.877079157499998,60.0,-9.359577418419695,0,7,0,0.0,-0.35341219999999174,-3.6508624839999992,-5.8450786599999915,57.14285714285714,-6.624729283710662,0
followup/earnings-development,earnings-126-8,export_recovery,2,0,0.0,-4.016565179999998,-5.479375963999993,-5.8450786599999915,100.0,-6.624729283710662,0,2,0,0.0,-4.016565179999998,-5.479375963999993,-5.8450786599999915,100.0,-6.624729283710662,0
followup/earnings-development,earnings-252-3,all,46,0,0.0,0.0,-8.467323912500008,-13.077459800000014,36.95652173913043,-13.077459800000014,0,14,0,0.0,-0.314396620000007,-9.505377430249993,-11.552237775000007,50.0,-12.151414280888062,0
followup/earnings-development,earnings-252-3,export_growth,12,0,0.0,0.0,-8.334371568750008,-10.81915150999999,25.0,-11.581032902570797,0,6,0,0.0,-0.3443171587500071,-10.001524719999999,-10.81915150999999,50.0,-11.581032902570797,0
followup/earnings-development,earnings-252-3,recovery,10,0,0.0,-3.602899724999997,-10.96597555424999,-11.552237775000007,70.0,-12.151414280888062,0,7,0,0.0,-0.9564903999999874,-10.85182502899999,-10.900835307499989,71.42857142857143,-11.594804388204693,0
followup/earnings-development,earnings-252-3,export_recovery,2,0,0.0,-10.001524719999999,-10.655626151999993,-10.81915150999999,100.0,-11.581032902570797,0,2,0,0.0,-10.001524719999999,-10.655626151999993,-10.81915150999999,100.0,-11.581032902570797,0
followup/earnings-development,earnings-252-5,all,46,0,0.0,0.0,-4.605036455000006,-10.983609250000004,34.78260869565217,-11.509050356279161,0,14,0,0.0,-0.12721391500000734,-5.922464079249997,-8.159920315000003,50.0,-11.509050356279161,0
followup/earnings-development,earnings-252-5,export_growth,12,0,0.0,0.0,-4.752135270500018,-6.859441215000006,25.0,-11.259256882584978,0,6,0,0.0,-0.19913710750000813,-6.047669412500012,-6.859441215000006,50.0,-11.259256882584978,0
followup/earnings-development,earnings-252-5,recovery,10,0,0.0,-2.132569012500002,-7.004631523749996,-8.159920315000003,70.0,-11.509050356279161,0,7,0,0.0,-0.5682120000000013,-6.866171170000001,-6.876266102499995,71.42857142857143,-11.259256882584978,0
followup/earnings-development,earnings-252-5,export_recovery,2,0,0.0,-6.047669412500012,-6.697086854500007,-6.859441215000006,100.0,-11.259256882584978,0,2,0,0.0,-6.047669412500012,-6.697086854500007,-6.859441215000006,100.0,-11.259256882584978,0
followup/earnings-development,earnings-252-8,all,46,0,0.0,0.0,-2.8947973549999895,-10.441488262499988,34.78260869565217,-12.20674044473633,0,14,0,0.0,-0.07727718999999134,-3.7293813392500104,-10.116374409999995,50.0,-12.20674044473633,0
followup/earnings-development,earnings-252-8,export_growth,12,0,0.0,0.0,-2.9822812879999923,-6.487387800000011,25.0,-10.347999946041375,0,6,0,0.0,-0.12912374499998713,-4.886169755000003,-6.487387800000011,50.0,-10.347999946041375,0
followup/earnings-development,earnings-252-8,recovery,10,0,0.0,-1.341762562500004,-6.850286461000009,-10.116374409999995,70.0,-12.20674044473633,0,7,0,0.0,-0.35341219999999174,-5.192395801500009,-6.487387800000011,71.42857142857143,-10.347999946041375,0
followup/earnings-development,earnings-252-8,export_recovery,2,0,0.0,-4.886169755000003,-6.167144191000009,-6.487387800000011,100.0,-10.347999946041375,0,2,0,0.0,-4.886169755000003,-6.167144191000009,-6.487387800000011,100.0,-10.347999946041375,0
followup/earnings-development,earnings-60-3,all,46,1,2.1739130434782608,0.0,-5.464247532500011,-10.283673262500004,36.95652173913043,-11.379249891281951,0,14,0,0.0,-0.1834208587499997,-4.303997975000003,-5.5812262400000145,50.0,-11.379249891281951,0
followup/earnings-development,earnings-60-3,export_growth,12,1,8.333333333333332,0.0,-0.4012728299999912,-7.276338864999998,16.666666666666664,-9.561749467500002,0,6,1,16.666666666666664,0.0,-3.8610987824999943,-7.276338864999998,33.33333333333333,-9.561749467500002,0
