directory,candidate,condition,count,targetHits,targetFrequencyPct,medianPct,p10Pct,worstPct,lossFrequencyPct,worstDrawdownPct,unclosed,nonoverlapping_count,nonoverlapping_targetHits,nonoverlapping_targetFrequencyPct,nonoverlapping_medianPct,nonoverlapping_p10Pct,nonoverlapping_worstPct,nonoverlapping_lossFrequencyPct,nonoverlapping_worstDrawdownPct,nonoverlapping_unclosed
expanded/validation,recovery-60-3-monthly,export_growth,17,2,11.76470588235294,0.05169186500002532,-3.4187721140000082,-4.818910595000004,35.294117647058826,-7.617909306520598,0,5,0,0.0,-0.8131836637499834,-4.12017786300001,-4.818910595000004,80.0,-7.617909306520598,0
expanded/validation,recovery-60-3-monthly,recovery,5,2,40.0,8.17971756,0.09630058599999991,-0.48695178500000047,20.0,-4.415741241169291,0,5,2,40.0,8.17971756,0.09630058599999991,-0.48695178500000047,20.0,-4.415741241169291,0
expanded/validation,recovery-60-3-monthly,export_recovery,2,0,0.0,0.24211367875,-0.3411386922500004,-0.48695178500000047,50.0,-4.415741241169291,0,2,0,0.0,0.24211367875,-0.3411386922500004,-0.48695178500000047,50.0,-4.415741241169291,0
expanded/confirmation,momentum-120-5-monthly,all,29,13,44.827586206896555,-3.571862497499989,-11.391596178000011,-12.570366430000002,55.172413793103445,-21.157163231862043,0,9,3,33.33333333333333,-5.808986490000012,-10.887055076000014,-11.544220500000002,66.66666666666666,-13.055889835517132,0
expanded/confirmation,momentum-120-5-monthly,export_growth,9,4,44.44444444444444,-4.081383510000003,-10.016046661999995,-12.570366430000002,55.55555555555556,-21.157163231862043,0,5,2,40.0,-4.081383510000003,-10.304938228,-12.570366430000002,60.0,-21.157163231862043,0
expanded/confirmation,momentum-120-5-monthly,recovery,2,2,100.0,12.115819774999991,12.097380126999974,12.09277021499997,0.0,-3.2604961448986503,0,2,2,100.0,12.115819774999991,12.097380126999974,12.09277021499997,0.0,-3.2604961448986503,0
expanded/confirmation,momentum-120-5-monthly,export_recovery,0,,,,,,,,,0,,,,,,,,
expanded/confirmation,momentum-20-5-monthly,all,29,13,44.827586206896555,8.762004124249989,-8.838274087000006,-11.941033480000007,41.37931034482759,-14.30006862238603,0,9,4,44.44444444444444,-0.903604349999998,-9.366969440000005,-11.941033480000007,55.55555555555556,-13.67779483094883,0
expanded/confirmation,momentum-20-5-monthly,export_growth,9,3,33.33333333333333,-4.823185879999992,-8.838274087000006,-9.297556714999999,55.55555555555556,-13.67779483094883,0,5,2,40.0,9.662980200000003,-7.8836242210000025,-9.297556714999999,40.0,-13.612180805826824,0
expanded/confirmation,momentum-20-5-monthly,recovery,2,2,100.0,12.085449023750005,11.93433350275001,11.89655462250001,0.0,-8.102594001925967,0,2,2,100.0,12.085449023750005,11.93433350275001,11.89655462250001,0.0,-8.102594001925967,0
expanded/confirmation,momentum-20-5-monthly,export_recovery,0,,,,,,,,,0,,,,,,,,
expanded/confirmation,momentum-60-5-monthly,all,29,13,44.827586206896555,-1.114671690000002,-8.719041310999998,-13.666157460000006,51.724137931034484,-14.680304720000015,0,9,4,44.44444444444444,-1.185317877500014,-10.416223322999993,-13.016828155000004,55.55555555555556,-13.581197285000002,0
expanded/confirmation,momentum-60-5-monthly,export_growth,9,3,33.33333333333333,-1.114671690000002,-5.866070234,-8.45728361,55.55555555555556,-11.769142156403934,0,5,1,20.0,-1.114671690000002,-3.1191985069999983,-3.8575487549999954,60.0,-11.324117879935114,0
expanded/confirmation,momentum-60-5-monthly,recovery,2,0,0.0,-3.5387209987499997,-5.421443495749989,-5.892124119999986,100.0,-10.957662516743127,0,2,0,0.0,-3.5387209987499997,-5.421443495749989,-5.892124119999986,100.0,-10.957662516743127,0
expanded/confirmation,momentum-60-5-monthly,export_recovery,0,,,,,,,,,0,,,,,,,,
expanded/confirmation,recovery-60-3-monthly,all,29,16,55.172413793103445,11.009781525000006,-1.1920879039999943,-2.053807154999987,20.689655172413794,-9.370341384491143,0,9,5,55.55555555555556,10.370836254999993,-1.1920879039999943,-1.509679350000026,22.22222222222222,-9.370341384491143,0
expanded/confirmation,recovery-60-3-monthly,export_growth,9,6,66.66666666666666,13.021991405,-0.045272887999996396,-0.22636443999998201,11.11111111111111,-5.129327600315525,0,5,4,80.0,13.021991405,4.805094099999998,0.0,0.0,-5.129327600315525,0
expanded/confirmation,recovery-60-3-monthly,recovery,2,0,0.0,0.8734164050000048,-1.4683624429999886,-2.053807154999987,50.0,-2.5459280549999908,0,2,0,0.0,0.8734164050000048,-1.4683624429999886,-2.053807154999987,50.0,-2.5459280549999908,0
expanded/confirmation,recovery-60-3-monthly,export_recovery,0,,,,,,,,,0,,,,,,,,
expanded/cost20,recovery-60-3-monthly,all,29,17,58.620689655172406,10.927279345000018,-1.550255770999993,-3.3898773850000063,20.689655172413794,-9.508726758261965,0,9,5,55.55555555555556,10.203587694999982,-1.5502557709999931,-1.932722585000024,22.22222222222222,-9.508726758261965,0
expanded/cost20,recovery-60-3-monthly,export_growth,9,6,66.66666666666666,12.68033341500001,-0.07644468800000358,-0.38222344000001796,11.11111111111111,-5.221705170556024,0,5,4,80.0,12.68033341500001,4.7148668479999944,0.0,0.0,-5.221705170556024,0
expanded/cost20,recovery-60-3-monthly,recovery,2,0,0.0,0.7002151999999984,-1.5847002840000024,-2.1559291550000026,50.0,-2.629081904999997,0,2,0,0.0,0.7002151999999984,-1.5847002840000024,-2.1559291550000026,50.0,-2.629081904999997,0
expanded/cost20,recovery-60-3-monthly,export_recovery,0,,,,,,,,,0,,,,,,,,
expanded/seed205,recovery-60-3-monthly,all,29,16,55.172413793103445,11.009781525000006,-1.1920879039999943,-2.053807154999987,20.689655172413794,-9.370341384491143,0,9,5,55.55555555555556,10.370836254999993,-1.1920879039999943,-1.509679350000026,22.22222222222222,-9.370341384491143,0
expanded/seed205,recovery-60-3-monthly,export_growth,9,6,66.66666666666666,13.021991405,-0.045272887999996396,-0.22636443999998201,11.11111111111111,-5.129327600315525,0,5,4,80.0,13.021991405,4.805094099999998,0.0,0.0,-5.129327600315525,0
expanded/seed205,recovery-60-3-monthly,recovery,2,0,0.0,0.8734164050000048,-1.4683624429999886,-2.053807154999987,50.0,-2.5459280549999908,0,2,0,0.0,0.8734164050000048,-1.4683624429999886,-2.053807154999987,50.0,-2.5459280549999908,0
expanded/seed205,recovery-60-3-monthly,export_recovery,0,,,,,,,,,0,,,,,,,,
expanded/seed206,recovery-60-3-monthly,all,29,16,55.172413793103445,11.009781525000006,-1.1920879039999943,-2.053807154999998,20.689655172413794,-9.370341384491143,0,9,5,55.55555555555556,10.370836254999993,-1.1920879039999943,-1.509679350000026,22.22222222222222,-9.370341384491143,0
expanded/seed206,recovery-60-3-monthly,export_growth,9,6,66.66666666666666,13.021991405,-0.045272887999998616,-0.22636443999999312,11.11111111111111,-5.129327600315525,0,5,4,80.0,13.021991405,4.805094099999998,0.0,0.0,-5.129327600315525,0
expanded/seed206,recovery-60-3-monthly,recovery,2,0,0.0,0.8734164049999993,-1.4683624429999986,-2.053807154999998,50.0,-2.545928055000002,0,2,0,0.0,0.8734164049999993,-1.4683624429999986,-2.053807154999998,50.0,-2.545928055000002,0
expanded/seed206,recovery-60-3-monthly,export_recovery,0,,,,,,,,,0,,,,,,,,
